Title,Author,Year,Citation count,Open access,Funder,Institution,Countries count,Keyword
Human umbilical-cord mesenchymal stem cells inhibit bacterial growth and alleviate antibiotic resistance in neonatal imipenem-resistant <i>Pseudomonas aeruginosa</i> infection,Zhuxiao Ren|Xuaner Zheng|Haoming Yang|Qi Zhang|Xiaohong Liu|Xiaoling Zhang|Shumei Yang|Fang Xu|Jie Yang,2019,33,Open Access,,Guangdong Province Women and Children Hospital|Zhuhai People's Hospital,1,Imipenem|Pseudomonas aeruginosa|Microbiology|Antimicrobial|Umbilical cord|Antibiotic resistance|Antibiotics|Neonatal sepsis|Bacteria|Chemistry|Biology|Sepsis|Immunology
Towards Sequence‐Controlled Antimicrobial Polymers: Effect of Polymer Block Order on Antimicrobial Activity,Peter R. Judzewitsch|Thuy‐Khanh Nguyen|Sivaprakash Shanmugam|Edgar H. H. Wong|Cyrille Boyer,2018,215,Open Access,Australian Research Council,Australian Centre for Advanced Computing and Communications (Australia)|ARC Centre of Excellence in Advanced Molecular Imaging,1,Antimicrobial|Raft|Polymer|Monomer|Chain transfer|Copolymer|Combinatorial chemistry|Chemistry|Sequence (biology)|Materials science|Organic chemistry|Radical polymerization|Biochemistry
Anti-urease therapy: a targeted approach to mitigating antibiotic resistance in Helicobacter pylori while preserving the gut microflora,Christina Almarmouri|Mohammed I. El‐Gamal|Mohamed Haider|Mohamad Hamad|Shamsul Qumar|Merylin Sebastian|Rose Ghemrawi|Jibran Sualeh Muhammad|Christophe Burucoa|Ghalia Khoder,2025,24,Open Access,University of Sharjah,University of Sharjah|Mansoura University|Al Ain University|University of Birmingham|Inserm|Université de Poitiers|,4,Medical microbiology|Helicobacter pylori|Parasitology|Antibiotic resistance|Urease|Medicine|Microbiology|Antibiotics|Antibiotic therapy|Biology|Internal medicine|Pathology|Enzyme
Decoding antibiotic resistance in Pseudomonas aeruginosa: Embracing innovative therapies beyond conventional antibiotics,Nomita Gupta|Kanchan Chauhan|Garima Singh|Shobhi Chaudhary|Jitendra Singh Rathore,2025,19,Open Access,Indian Council of Medical Research,Gautam Buddha University,1,Antibiotics|Pseudomonas aeruginosa|Antibiotic resistance|Microbiology|Medicine|Biology|Bacteria|Genetics
&lt;p&gt;Potential role of the antimicrobial peptide &lt;em&gt;Tachyplesin III&lt;/em&gt; against multidrug-resistant &lt;em&gt;P. aeruginosa&lt;/em&gt; and &lt;em&gt;A. baumannii&lt;/em&gt; coinfection in an animal model&lt;/p&gt;,Jialong Qi|Ruiyu Gao|Cunbao Liu|Bin Shan|Fulan Gao|Jinrong He|Mingcui Yuan|Xie Hanghang|Shumei Jin|Yanbing Ma,2019,19,Open Access,National Natural Science Foundation of China|Fundamental Research Funds for the Central Universities|Chinese Academy of Medical Sciences Initiative for Innovative Medicine,Chinese Academy of Medical Sciences & Peking Union Medical College|Kunming Medical University|First Affiliated Hospital of Kunming Medical University|Xinjiang Institute of Materia Medica,1,Antimicrobial|Microbiology|In vivo|Bronchoalveolar lavage|Pharmacology|Multiple drug resistance|Medicine|Pseudomonas aeruginosa|Antibiotics|Immunology|Biology|Lung|Bacteria|Internal medicine
Insights in the Development and Uses of Alternatives to Antibiotic Growth Promoters in Poultry and Swine Production,Md Ramim Tanver Rahman|Ismaı̈l Fliss|Éric Biron,2022,185,Open Access,Fonds de recherche du Québec – Nature et technologies,Université Laval,1,Antibiotic resistance|Antibiotics|SWOT analysis|Biotechnology|Production (economics)|Antimicrobial|Animal production|Business|Biology|Marketing|Microbiology
Plasticity and Stereotypic Rewiring of the Transcriptome Upon Bacterial Evolution of Antibiotic Resistance,Gábor Grézal|Réka Spohn|Orsolya Méhi|Anett Dunai|Viktória Lázár|Balázs Bálint|István Nagy|Csaba Pál|Balázs Papp,2023,12,Open Access,Wellcome Trust|Magyar Tudományos Akadémia|Nemzeti Kutatási Fejlesztési és Innovációs Hivatal,HUN-REN Szegedi Biológiai Kutatóközpont|Institute of Biochemistry|Hungarian Research Network|Montavid Thermodynamic Research Group|SeqOmics Biotechnology (Hungary),1,Biology|Transcriptome|Plasticity|Antibiotic resistance|Resistance (ecology)|Evolutionary biology|Genetics|Antibiotics|Computational biology|Gene|Ecology|Gene expression
Antibiotic Resistance and Mechanisms of Pathogenic Bacteria in Tubo-Ovarian Abscess,Huanna Tang|Hui Zhou|Runju Zhang,2022,10,Open Access,,"Women's Hospital, School of Medicine, Zhejiang University|Second Affiliated Hospital of Zhejiang University",1,Antibiotic resistance|Antibiotics|Microbiology|Bacteroides fragilis|Antimicrobial|Biology|Pathogenic bacteria|Drug resistance|Pathogen|Medicine|Bacteria
"The dissemination, health risks, and mitigation approaches of antibiotic resistance genes in the gut microbiome",Rong Tan|Min Jin|Jùnwén Lǐ|Dong Yang,2025,11,Open Access,Academy of Military Medical Sciences,Academy of Military Medical Sciences,1,Microbiome|Antibiotic resistance|Antibiotics|Gut microbiome|Gene|Resistance (ecology)|Biology|Medicine|Microbiology|Genetics|Ecology
"Causes, mechanisms of development and manifestations of antibiotic resistance in poultry farming, consequences and methods of overcoming (review)",Ksenia S Nechitailo|Elena A Sizova|С. В. Лебедев|Kristina V Ryazantseva,2024,13,NOT Open Access,,Federal Scientific Center for Biological Systems and Agricultural Technologies of the Russian Academy of Sciences,1,Antibiotics|Antibiotic resistance|Biotechnology|Antimicrobial|Agriculture|Poultry farming|Biology|Business|Medicine|Veterinary medicine|Microbiology|Ecology
Antimicrobial Drug Resistance in Poultry Production: Current Status and Innovative Strategies for Bacterial Control,Raquel Abreu|Teresa Semedo‐Lemsaddek|Eva Cunha|Luís Tavares|Manuela Oliveira,2023,193,Open Access,,University of Lisbon|Instituto Nacional de Investigação Agrária e Veterinária,1,Antimicrobial|Antibiotic resistance|Biotechnology|Livestock|Drug resistance|Antibiotics|Multiple drug resistance|Antimicrobial drug|Population|Business|Medicine|Environmental health|Biology|Microbiology
Positively Charged Polymers as Promising Devices against Multidrug Resistant Gram-Negative Bacteria: A Review,Silvana Alfei|Anna Maria Schito,2020,161,Open Access,,University of Genoa,1,Gram|Gram-negative bacteria|Multiple drug resistance|Bacteria|Polymer|Materials science|Gram-positive bacteria|Nanotechnology|Microbiology|Chemistry|Biology|Antibiotics|Biochemistry|Escherichia coli|Genetics|Composite material
Design and Synthesis of Novel Antimicrobial Agents,Zeinab Breijyeh|Rafik Karaman,2023,123,Open Access,,Al-Quds University|University of Basilicata,2,Antimicrobial|Antibiotics|Antibiotic resistance|Pharmacology|Medicine|Biology|Microbiology
The Potential of Human Peptide LL-37 as an Antimicrobial and Anti-Biofilm Agent,Kylen E. Ridyard|Joerg Overhage,2021,256,Open Access,,Carleton University,1,Antimicrobial|Antibiotics|Biofilm|Antibiotic resistance|Antimicrobial peptides|Microbiology|Peptide|Bacteria|Chemistry|Biology|Biochemistry
Host Defense Peptides: Dual Antimicrobial and Immunomodulatory Action,Matthew Drayton|Julia P. Deisinger|Kevin C. Ludwig|Nigare Raheem|Anna Müller|Tanja Schneider|Suzana K. Straus,2021,111,Open Access,Deutsche Forschungsgemeinschaft|Natural Sciences and Engineering Research Council of Canada,University of British Columbia|University of Bonn|University Hospital Bonn,2,Antimicrobial peptides|Antimicrobial|Antibacterial peptide|Antibiotic resistance|Multiple drug resistance|Antibiotics|Microbiology|Function (biology)|Peptide|Biology|Bacteria|Computational biology|Antibacterial activity|Biochemistry|Cell biology
Recent Innovations in Bacterial Infection Detection and Treatment,Carly Deusenbery|Yingying Wang|Anita Shukla,2021,245,NOT Open Access,Bank of America|Brown University|Dr. Ralph and Marian Falk Medical Research Trust|Office of Naval Research Global,Brown University,1,Antibiotics|Antibiotic resistance|Antimicrobial|Risk analysis (engineering)|Nanotechnology|Intensive care medicine|Medicine|Biology|Microbiology|Materials science
"An injectable, natural peptide hydrogel with potent antimicrobial activity and excellent wound healing-promoting effects",Jingjing Zhou|Ruitao Cha|Zhiyu Wu|Chunliang Zhang|Yuhang He|Hanru Zhang|Kexin Liu|Muhammad Subaan Fareed|Zhaopeng Wang|Changyan Yang|Yifan Zhang|Wenjin Yan|Kairong Wang,2023,105,NOT Open Access,,Chinese Academy of Medical Sciences & Peking Union Medical College|Lanzhou Veterinary Research Institute|Lanzhou University|National Center for Nanoscience and Technology|Georgia Institute of Technology,2,Antimicrobial|Biocompatibility|Wound healing|Antibiotics|Antimicrobial peptides|Nanofiber|Drug|Chemistry|Microbiology|Pharmacology|Materials science|Medicine|Nanotechnology|Surgery|Biology|Biochemistry|Organic chemistry
"The past, present, future of Listeria monocytogenes: Understanding the molecular pathways, antibiotic resistance and public health implications",A. Anupama|Veilumuthu Pattapulavar|J. Godwin Christopher,2025,11,Open Access,Indian Council of Medical Research,Vellore Institute of Technology University,1,Listeria monocytogenes|Antibiotic resistance|Listeria|Antibiotics|Public health|Resistance (ecology)|Biology|Microbiology|Bacteria|Medicine|Genetics|Ecology|Pathology
Helical antimicrobial polypeptides with radial amphiphilicity,Menghua Xiong|Michelle W. Lee|Rachael A. Mansbach|Ziyuan Song|Yan Bao|Richard M. Peek|Catherine Yao|Lin‐Feng Chen|Andrew L. Ferguson|Gerard C. L. Wong|Jianjun Cheng,2015,225,Open Access,National Science Foundation|National Institutes of Health,"University of Illinois Urbana-Champaign|California NanoSystems Institute|University of California, Los Angeles|Vanderbilt University",1,Amphiphile|Antimicrobial peptides|Antimicrobial|Proteases|Chemistry|Hydrophobic effect|Biophysics|Nanotechnology|Combinatorial chemistry|Materials science|Polymer|Biochemistry|Enzyme|Organic chemistry|Biology|Copolymer
Antimicrobial Resistance and Recent Alternatives to Antibiotics for the Control of Bacterial Pathogens with an Emphasis on Foodborne Pathogens,Yosra A. Helmy|Khaled Taha-Abdelaziz|Hanan Abd El-Halim Hawwas|Soumya Ghosh|Samar Sami Alkafaas|Mohamed M. M. Moawad|Essa M. Saied|Issmat I. Kassem|Asmaa M. M. Mawad,2023,181,Open Access,,Suez Canal University|University of Kentucky|Clemson University|University of the Free State|Tanta University|Minia University Hospital|Humboldt-Universität zu Berlin|University of Georgia|Taibah University|Assiut University,5,Antibiotic resistance|Antimicrobial|Antibiotics|Biology|Biotechnology|Microbiology|Infection control|Intensive care medicine|Medicine
"Comparative Genomic Analysis of Lactiplantibacillus plantarum: Insights into Its Genetic Diversity, Metabolic Function, and Antibiotic Resistance",Ruiqi Li|Chongpeng Bi,2025,10,Open Access,Heilongjiang Provincial Science and Technology Department,Northeast Agricultural University,1,Biology|Horizontal gene transfer|Lactobacillus plantarum|Genetics|Gene|Genome|Antibiotic resistance|Genetic diversity|Computational biology|Biotechnology|Bacteria
Discovery of Next-Generation Antimicrobials through Bacterial Self-Screening of Surface-Displayed Peptide Libraries,Ashley T. Tucker|Sean P. Leonard|Cory D. DuBois|Gregory A. Knauf|Ashley L. Cunningham|Claus O. Wilke|M. Stephen Trent|Bryan W. Davies,2018,156,Open Access,Welch Foundation|Sanofi|National Institutes of Health|Defense Advanced Research Projects Agency|Army Research Office,The University of Texas at Austin|University of Georgia,1,Antimicrobial|Biology|Antimicrobial peptides|Peptide|Computational biology|Bottleneck|Function (biology)|Bioinformatics|Genetics|Microbiology|Biochemistry|Computer science
Synthetic antibiofilm peptides,César de la Fuente‐Núñez|Marlon H. Cardoso|Elizabete de Souza Cândido|Octávio Luiz Franco|Robert E. W. Hancock,2015,210,Open Access,"Fundación Ramón Areces|Coordenação de Aperfeiçoamento de Pessoal de Nível Superior|Conselho Nacional de Desenvolvimento Científico e Tecnológico|Fundação de Apoio à Pesquisa do Distrito Federal|Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia do Estado de Mato Grosso do Sul",University of British Columbia|Universidade de Brasília|Universidade Católica de Brasília|Universidade Católica Dom Bosco,2,Biofilm|Antimicrobial peptides|Antibiotics|Antibiotic resistance|Antimicrobial|Multicellular organism|Biology|Computational biology|Microbiology|Bacteria|Innate immune system|Immune system|Chemistry|Immunology|Biochemistry|Cell
"Bacteriocins: An Overview of Antimicrobial, Toxicity, and Biosafety Assessment by in vivo Models",Diego Francisco Benitez Chao|Angel León‐Buitimea|Jordy Alexis Lerma-Escalera|José Rubén Morones‐Ramírez,2021,192,Open Access,Consejo Nacional de Ciencia y Tecnología|Universidad Autónoma de Nuevo León,Universidad Autónoma de Nuevo León,1,Bacteriocin|Biosafety|Antimicrobial|In vivo|Biology|Toxicity|Bacteria|Microbiology|Antimicrobial peptides|Biotechnology|Pharmacology|Medicine
Mining for encrypted peptide antibiotics in the human proteome,Marcelo D. T. Torres|Marcelo C. R. Melo|Laurice Flowers|Orlando Crescenzi|Eugenio Notomista|César de la Fuente‐Núñez,2021,191,NOT Open Access,National Institutes of Health|Defense Threat Reduction Agency,Translational Therapeutics (United States)|University of Pennsylvania|University of Naples Federico II|University City Science Center|Philadelphia University,2,Proteome|Antimicrobial peptides|Antibiotics|Biology|Antimicrobial|Peptide|Drug discovery|Bacteria|Microbiology|Computational biology|Pathogenic bacteria|Function (biology)|In vitro|Bioinformatics|Biochemistry|Cell biology|Genetics
Advances in therapeutic and managemental approaches of bovine mastitis: a comprehensive review,Khan Sharun|Kuldeep Dhama|Ruchi Tiwari|Mudasir Bashir Gugjoo|Mohd. Iqbal Yatoo|Shailesh Kumar Patel|Mamta Pathak|Kumaragurubaran Karthik|Sandip Kumar Khurana|Rahul Singh|Bhavani Puvvala|AMARPAL AMARPAL|Rajendra K. Singh|Karam Pal Singh|Wanpen Chaicumpa,2021,341,Open Access,,Indian Veterinary Research Institute|Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan|Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir|Tamil Nadu Veterinary and Animal Sciences University|Central Institute for Research on Buffaloes|Mahatma Gandhi Medical College and Research Institute|Siriraj Hospital|Mahidol University,2,Mastitis|Culling|Udder|Medicine|Etiology|Antibiotics|Antimicrobial|Subclinical infection|Intensive care medicine|Biotechnology|Immunology|Biology|Veterinary medicine|Microbiology|Internal medicine|Pathology
Bioengineering of the model lantibiotic nisin,Des Field|Paul D Cotter|R. Paul Ross|Colin Hill,2015,114,Open Access,,University College Cork|Teagasc - The Irish Agriculture and Food Development Authority|Bon Secours Hospital Cork,1,Lantibiotics|Nisin|Antimicrobial peptides|Bacteriocin|Antimicrobial|Lipid II|Biology|Computational biology|Microbiology|Biochemistry|Enzyme|Biosynthesis
Methicillin Resistant Staphylococcus aureus: Molecular Mechanisms Underlying Drug Resistance Development and Novel Strategies to Combat,Assefa Asnakew Abebe|Birhanu Alemayehu,2023,183,Open Access,,Bule Hora University|Addis Ababa University,1,Antibiotics|Antibiotic resistance|Staphylococcus aureus|Medicine|Methicillin-resistant Staphylococcus aureus|Antimicrobial|Intensive care medicine|Penicillin|Drug resistance|Global health|Microbiology|Public health|Biology|Bacteria
Collagen hydrogel with multiple antimicrobial mechanisms as anti-bacterial wound dressing,Xun Wang|Donghui Zhao|Yuting Li|Xinpei Zhou|Zexuan Hui|Xiaoling Lei|Lin Qiu|Yang Bai|Cheng Wang|Jiang Xia|Xuan Yang|Pengju Jiang|Jianhao Wang,2023,81,NOT Open Access,National Natural Science Foundation of China,Changzhou University|Wuhan National Laboratory for Optoelectronics|Huazhong University of Science and Technology|Chinese University of Hong Kong|Dalian Minzu University,1,Antimicrobial|Wound healing|Microbiology|Antimicrobial peptides|Self-healing hydrogels|Pseudomonas aeruginosa|Photodynamic therapy|Chronic wound|Antibiotics|Chemistry|Bacteria|Photothermal therapy|Medicine|Pharmacology|Immunology|Biology|Materials science|Nanotechnology
Cationic Amphiphilic Peptides: Synthetic Antimicrobial Agents Inspired by Nature,Rajen Kundu,2020,74,NOT Open Access,,Central Institute of Post-Harvest Engineering and Technology|Central Mechanical Engineering Research Institute|Academy of Scientific and Innovative Research,1,Antimicrobial peptides|Antimicrobial|Amphiphile|Bacteria|Bacterial cell structure|Peptide|Antibiotics|Biochemistry|Chemistry|Biology|Microbiology|Organic chemistry
Extracellular DNA Acidifies Biofilms and Induces Aminoglycoside Resistance in Pseudomonas aeruginosa,Mike Wilton|Laetitia Charron‐Mazenod|Richard A. Moore|Shawn Lewenza,2015,240,Open Access,,University of Calgary|Athabasca University,1,Biofilm|Pseudomonas aeruginosa|Microbiology|Biology|Aminoglycoside|Bacteria|Extracellular|DNA|Extracellular polymeric substance|Pseudomonadaceae|Biochemistry|Antibiotics|Genetics
